100	0
200	0
300	0
400	18
500	627
600	609
700	690
800	615
900	579
1000	639
1100	675
1200	630
1300	619
1400	558
1500	505
1600	436
1700	375
1800	294
1900	277
2000	232
2100	196
2200	185
2300	171
2400	127
2500	132
2600	134
2700	93
2800	90
2900	105
3000	78
3100	77
3200	58
3300	49
3400	58
3500	49
3600	47
3700	32
3800	34
3900	44
4000	38
4100	32
4200	22
4300	20
4400	27
4500	16
4600	22
4700	17
4800	9
4900	15
5000	21
5100	19
5200	10
5300	12
5400	12
5500	10
5600	9
5700	7
5800	7
5900	4
6000	6
6100	9
6200	6
6300	5
6400	4
6500	5
6600	7
6700	5
6800	5
6900	2
7000	1
7100	8
7200	2
7300	5
7400	4
7500	2
7600	2
7700	2
7800	1
7900	3
8000	2
8100	3
8200	2
8300	0
8400	1
8500	0
8600	0
8700	2
8800	2
8900	2
9000	3
9100	1
9200	1
9300	0
9400	0
9500	2
9600	0
9700	0
9800	5
9900	0
10000	1
10100	1
10200	2
10300	0
10400	0
10500	1
10600	1
10700	2
10800	0
10900	3
11000	0
11100	0
11200	1
11300	1
11400	0
11500	2
11600	0
11700	0
11800	0
11900	0
12000	0
12100	0
12200	2
12300	2
12400	0
12500	0
12600	1
12700	2
12800	1
12900	0
13000	1
13100	0
13200	1
13300	0
13400	0
13500	0
13600	0
13700	0
13800	0
13900	2
14000	0
14100	0
14200	0
14300	0
14400	1
14500	0
14600	1
14700	1
14800	0
14900	0
15000	0
15100	0
15200	0
15300	0
15400	1
15500	0
15600	0
15700	1
15800	0
15900	0
16000	0
16100	0
16200	0
16300	0
16400	0
16500	1
16600	0
16700	0
16800	0
16900	0
17000	0
17100	0
17200	0
17300	0
17400	0
17500	1
17600	0
17700	0
17800	0
17900	0
18000	0
18100	0
18200	0
18300	0
18400	0
18500	0
18600	0
18700	0
18800	0
18900	0
19000	0
19100	0
19200	0
19300	0
19400	0
19500	0
19600	0
19700	0
19800	0
19900	0
20000	0
20100	0
20200	0
20300	0
20400	0
20500	0
20600	0
20700	0
20800	0
20900	0
21000	0
21100	1
21200	0
21300	0
21400	0
21500	0
21600	1
21700	0
21800	0
21900	0
22000	0
22100	0
22200	0
22300	0
22400	0
22500	0
22600	0
22700	0
22800	0
22900	0
23000	0
23100	0
23200	0
23300	0
23400	0
23500	0
23600	0
23700	0
23800	0
23900	1
24000	0
24100	0
24200	0
24300	0
24400	0
24500	0
24600	0
24700	0
24800	0
24900	0
25000	0
25100	0
25200	0
25300	0
25400	0
25500	0
25600	0
25700	0
25800	0
25900	0
26000	0
26100	0
26200	0
26300	0
26400	0
26500	0
26600	0
26700	0
26800	0
26900	0
27000	0
27100	0
27200	0
27300	0
27400	0
27500	0
27600	0
27700	0
27800	0
27900	0
28000	0
28100	0
28200	0
28300	0
28400	0
28500	0
28600	0
28700	0
28800	0
28900	0
29000	0
29100	0
29200	0
29300	0
29400	0
29500	0
29600	0
29700	0
29800	0
29900	0
30000	0
30100	0
30200	0
30300	0
30400	0
30500	0
30600	0
30700	0
30800	0
30900	0
31000	0
31100	0
31200	0
31300	0
31400	0
31500	0
31600	0
31700	0
31800	0
31900	0
32000	0
32100	0
32200	0
32300	0
32400	0
32500	0
32600	0
32700	0
32800	0
32900	0
33000	0
33100	0
33200	0
33300	0
33400	0
33500	0
33600	0
33700	0
33800	0
33900	0
34000	0
34100	0
34200	0
34300	0
34400	0
34500	0
34600	0
34700	0
34800	0
34900	0
35000	0
35100	0
35200	0
35300	0
35400	0
35500	0
35600	0
35700	0
35800	0
35900	0
36000	0
36100	0
36200	0
36300	0
36400	0
36500	0
36600	0
36700	0
36800	0
36900	0
37000	0
37100	0
